Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,Avg BT,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15
Sylas,13,5,16%,6,7,46%,2.7,7,31:07:00,7.8,404,362,-2.6,-278,81
Tryndamere,8,9,15%,4,4,50%,3.5,6.7,32:17:00,8.7,406,428,12.1,238,30
Azir,11,6,15%,8,3,73%,5.5,8.2,35:37:00,9,734,442,6.7,303,167
Sett,9,6,13%,1,8,11%,0.8,7.3,28:57:00,3.2,228,250,-1.1,-361,-139
Nami,12,2,12%,8,4,67%,6.1,7.5,32:07:00,0.4,204,264,-10,-121,-71
Thresh,4,10,12%,2,2,50%,3.3,6.9,35:00:00,1,125,228,7.2,-278,-418
Irelia,3,10,11%,1,2,33%,1.8,8.7,27:56:00,9.1,456,447,12,-272,-189
Corki,6,6,10%,2,4,33%,3.7,9.2,31:19:00,10,576,443,8.7,21,401
Malphite,6,6,10%,2,4,33%,1.7,8.8,30:02:00,6.3,296,314,-26.2,-1998,-654
Orianna,8,4,10%,2,6,25%,1.7,8.5,32:09:00,8.1,420,367,-8.6,-551,-438
Soraka,4,8,10%,2,2,50%,3.5,4.3,31:23:00,4.4,175,277,-18,-717,-605
Caitlyn,5,6,10%,1,4,20%,2.1,4.7,34:22:00,9.1,472,414,10,633,300
Braum,8,3,10%,1,7,13%,2.2,8,32:37:00,1,138,221,-1.8,-261,-192
Galio,2,8,9%,1,1,50%,4.1,4.6,31:13:00,7,450,380,-33,-1401,-688
Kennen,5,5,9%,1,4,20%,1.5,6.8,30:29:00,8.6,542,407,14,741,732
Syndra,7,3,9%,3,4,43%,1.4,9.7,34:25:00,8,458,361,-7.6,-526,-589
Renekton,9,0,8%,4,5,44%,1.8,-,31:56:00,8.3,364,411,15.8,636,145
Alistar,5,3,7%,3,2,60%,3.2,9,33:10:00,1,142,236,0.8,65,-154
Diana,4,4,7%,2,2,50%,3.5,6.8,33:03:00,6.8,497,403,16.5,914,897
Lulu,6,2,7%,3,3,50%,2.8,9.5,32:08:00,0.5,110,230,-1.7,291,-279
Rengar,2,6,7%,1,1,50%,3.7,1.7,31:07:00,7.4,519,427,25,1120,922
Seraphine,0,8,7%,,,,,3.3,0:00,,,,,,
Gragas,7,0,6%,1,6,14%,1.6,-,30:11:00,6.4,338,314,-19.9,-810,-393
Hecarim,2,5,6%,0,2,0%,1.2,5.4,29:40:00,4.6,337,286,5,-68,16
Jax,3,3,5%,1,2,33%,1.1,9.3,31:07:00,7.5,388,371,-2.3,222,183
Yone,1,5,5%,0,1,0%,3,4.2,26:00:00,9.8,379,413,1,171,819
Olaf,4,1,4%,2,2,50%,3.3,5,34:09:00,5.4,483,350,-0.2,-536,-560
Ashe,4,0,3%,1,3,25%,2.1,-,31:54:00,8.1,372,372,-0.8,-770,-350
Draven,1,3,3%,0,1,0%,1.6,1.7,30:29:00,8.3,375,393,0,1017,103
KhaZix,3,1,3%,3,0,100%,5.6,9,30:58:00,5.9,332,363,-2.7,-584,-293
Lissandra,2,2,3%,1,1,50%,6.5,9,28:20:00,8.9,481,397,-3.5,366,-313
Lux,4,0,3%,1,3,25%,1.6,-,34:31:00,0.7,342,241,-4,635,160
Varus,3,1,3%,1,2,33%,2,9,29:47:00,8.7,493,403,14.7,918,314
Xerath,2,2,3%,0,2,0%,4.8,9,34:28:00,8.3,934,390,-4,-26,258
Senna,2,2,3%,1,1,50%,3.4,1.5,36:19:00,4.6,688,354,-14,89,-324
Lillia,2,2,3%,2,0,100%,6.5,4,34:54:00,7.4,757,434,26.5,1608,875
Malzahar,1,2,3%,1,0,100%,11,9,22:41,7.9,414,417,-19,-587,-160
Poppy,2,1,3%,1,1,50%,6,3,32:45:00,5.9,277,336,3,446,179
Rumble,3,0,3%,1,2,33%,2.7,-,29:54:00,5.2,654,352,-5,109,-344
Udyr,1,2,3%,0,1,0%,0.6,5,26:31:00,5.2,185,280,6,-509,-297
Jhin,2,1,3%,0,2,0%,2,9,32:24:00,8.6,373,355,-8,-512,-178
Ivern,3,0,3%,1,2,33%,4,-,30:26:00,4.9,186,280,-25,-1288,-294
Kaisa,2,1,3%,0,2,0%,1.1,8,27:57:00,9.6,428,423,4.5,344,262
Darius,0,2,2%,,,,,9.5,0:00,,,,,,
Shen,2,0,2%,0,2,0%,2.3,-,33:11:00,6.3,300,317,-21,-1200,-929
Vladimir,2,0,2%,1,1,50%,2.9,-,32:03:00,8.1,809,419,2,440,85
Yasuo,2,0,2%,2,0,100%,5.8,-,35:30:00,8.6,273,406,14,646,982
Ziggs,1,1,2%,0,1,0%,2.3,8,28:22:00,8.2,698,411,20,1655,158
Zoe,1,1,2%,0,1,0%,0.7,9,27:14:00,7,507,297,-14,-725,-1199
Pyke,2,0,2%,0,2,0%,0.9,-,28:20:00,1.4,180,259,8.5,544,-282
Blitzcrank,0,1,1%,,,,,9,0:00,,,,,,
Cassiopeia,0,1,1%,,,,,7,0:00,,,,,,
Chogath,1,0,1%,0,1,0%,0.8,-,34:33:00,7.6,730,360,16,628,74
Evelynn,1,0,1%,0,1,0%,0.5,-,24:50:00,5.1,433,312,7,-523,-33
Janna,1,0,1%,1,0,100%,13,-,37:59:00,0.6,144,240,-20,-893,-400
Karthus,1,0,1%,0,1,0%,1,-,27:28:00,7.7,522,337,22,-134,-113
KogMaw,1,0,1%,0,1,0%,2.5,-,29:03:00,10.2,671,414,15,31,-354
Mordekaiser,1,0,1%,1,0,100%,6,-,23:28,8.5,581,412,9,394,512
Nidalee,1,0,1%,0,1,0%,8,-,31:38:00,7.2,491,370,33,-356,765
Skarner,0,1,1%,,,,,10,0:00,,,,,,
Sona,1,0,1%,1,0,100%,5.8,-,38:08:00,0.4,195,223,1,-719,-973
Tristana,0,1,1%,,,,,9,0:00,,,,,,
Twitch,1,0,1%,1,0,100%,21,-,34:02:00,7.8,663,471,-35,-785,-423
Vayne,1,0,1%,1,0,100%,2.7,-,33:09:00,8.7,391,435,14,565,-171
Wukong,0,1,1%,,,,,10,0:00,,,,,,
Zyra,1,0,1%,0,1,0%,1.8,-,44:44:00,0.9,506,242,-11,339,916
Kalista,0,1,1%,,,,,7,0:00,,,,,,
VelKoz,1,0,1%,1,0,100%,2,-,37:13:00,9.1,521,393,2,-739,63
Bard,1,0,1%,1,0,100%,3.3,-,49:13:00,0.5,217,245,-18,14,34
Qiyana,1,0,1%,0,1,0%,0.6,-,29:30:00,6.2,308,302,-57,-2727,-1563
Rell,0,1,1%,,,,,10,0:00,,,,,,
Amumu,0,0,0%,,,,,-,0:00,,,,,,
Anivia,0,0,0%,,,,,-,0:00,,,,,,
Annie,0,0,0%,,,,,-,0:00,,,,,,
Brand,0,0,0%,,,,,-,0:00,,,,,,
Dr. Mundo,0,0,0%,,,,,-,0:00,,,,,,
Elise,0,0,0%,,,,,-,0:00,,,,,,
Fiddlesticks,0,0,0%,,,,,-,0:00,,,,,,
Fiora,0,0,0%,,,,,-,0:00,,,,,,
Fizz,0,0,0%,,,,,-,0:00,,,,,,
Garen,0,0,0%,,,,,-,0:00,,,,,,
Heimerdinger,0,0,0%,,,,,-,0:00,,,,,,
Kassadin,0,0,0%,,,,,-,0:00,,,,,,
Katarina,0,0,0%,,,,,-,0:00,,,,,,
Kayle,0,0,0%,,,,,-,0:00,,,,,,
Maokai,0,0,0%,,,,,-,0:00,,,,,,
Master Yi,0,0,0%,,,,,-,0:00,,,,,,
Morgana,0,0,0%,,,,,-,0:00,,,,,,
Nasus,0,0,0%,,,,,-,0:00,,,,,,
Nunu,0,0,0%,,,,,-,0:00,,,,,,
Pantheon,0,0,0%,,,,,-,0:00,,,,,,
Quinn,0,0,0%,,,,,-,0:00,,,,,,
Rammus,0,0,0%,,,,,-,0:00,,,,,,
Riven,0,0,0%,,,,,-,0:00,,,,,,
Sejuani,0,0,0%,,,,,-,0:00,,,,,,
Shaco,0,0,0%,,,,,-,0:00,,,,,,
Shyvana,0,0,0%,,,,,-,0:00,,,,,,
Singed,0,0,0%,,,,,-,0:00,,,,,,
Sivir,0,0,0%,,,,,-,0:00,,,,,,
Swain,0,0,0%,,,,,-,0:00,,,,,,
Talon,0,0,0%,,,,,-,0:00,,,,,,
Taric,0,0,0%,,,,,-,0:00,,,,,,
Teemo,0,0,0%,,,,,-,0:00,,,,,,
Urgot,0,0,0%,,,,,-,0:00,,,,,,
Vi,0,0,0%,,,,,-,0:00,,,,,,
Warwick,0,0,0%,,,,,-,0:00,,,,,,
Yorick,0,0,0%,,,,,-,0:00,,,,,,
Zac,0,0,0%,,,,,-,0:00,,,,,,
Zed,0,0,0%,,,,,-,0:00,,,,,,
Zilean,0,0,0%,,,,,-,0:00,,,,,,
RekSai,0,0,0%,,,,,-,0:00,,,,,,
Ekko,0,0,0%,,,,,-,0:00,,,,,,
Kindred,0,0,0%,,,,,-,0:00,,,,,,
Illaoi,0,0,0%,,,,,-,0:00,,,,,,
Aurelion Sol,0,0,0%,,,,,-,0:00,,,,,,
Taliyah,0,0,0%,,,,,-,0:00,,,,,,
Kled,0,0,0%,,,,,-,0:00,,,,,,
Kayn,0,0,0%,,,,,-,0:00,,,,,,
Neeko,0,0,0%,,,,,-,0:00,,,,,,
Samira,0,0,0%,,,,,-,0:00,,,,,,
Akshan,0,0,0%,,,,,-,0:00,,,,,,
Belveth,0,0,0%,,,,,-,0:00,,,,,,
Nilah,0,0,0%,,,,,-,0:00,,,,,,
